日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2008/12/31,'600690,青岛海尔,8.99,9.11,8.95,9,8.96,0.03,0.3348,0.4344,3282930,29620509,12033283742,6793696908
2008/12/30,'600690,青岛海尔,8.96,9.14,8.95,9.14,9.11,-0.15,-1.6465,0.8335,6298338,56876598,11993128179,6771026062
2008/12/29,'600690,青岛海尔,9.11,9.15,8.72,9.04,9.08,0.03,0.3304,0.5105,3857607,34625145,12193905995,6884380293
2008/12/26,'600690,青岛海尔,9.08,9.25,8.97,9.15,9.14,-0.06,-0.6565,0.4644,3509386,31741639,12153750432,6861709447
2008/12/25,'600690,青岛海尔,9.14,9.54,9.1,9.3,9.14,0,0,1.0517,7947308,74469400,12234061558,6907051139
2008/12/24,'600690,青岛海尔,9.14,9.28,8.96,9.03,9.07,0.07,0.7718,0.6464,4885165,44697401,12234061558,6907051139
2008/12/23,'600690,青岛海尔,9.07,9.68,9.01,9.68,9.6,-0.53,-5.5208,0.9348,7064020,66358435,12140365244,6854152498
2008/12/22,'600690,青岛海尔,9.6,9.98,9.49,9.9,9.95,-0.35,-3.5176,1.2419,9385143,90804021,12849780192,7254670781
2008/12/19,'600690,青岛海尔,9.95,10.01,9.81,9.81,9.8,0.15,1.5306,0.6301,4761519,47327292,13318261762,7519163986
2008/12/18,'600690,青岛海尔,9.8,9.9,9.63,9.8,9.77,0.03,0.3071,0.4235,3200273,31248875,13117483946,7405809755
2008/12/17,'600690,青岛海尔,9.77,10.01,9.75,9.87,9.85,-0.08,-0.8122,0.5825,4401710,43578121,13077328383,7383138909
2008/12/16,'600690,青岛海尔,9.85,9.92,9.28,9.38,9.36,0.49,5.235,1.2641,9552706,92225960,13184409885,7443594499
2008/12/15,'600690,青岛海尔,9.36,9.66,9.3,9.48,9.42,-0.06,-0.6369,0.9277,7010691,66090788,12528535687,7073304011
2008/12/12,'600690,青岛海尔,9.42,9.74,9.3,9.55,9.75,-0.33,-3.3846,0.88,6650349,62917097,12608846813,7118645704
2008/12/11,'600690,青岛海尔,9.75,10.3,9.74,10.07,10.02,-0.27,-2.6946,0.9773,7385471,74107252,13050558008,7368025012
2008/12/10,'600690,青岛海尔,10.02,10.06,9.79,9.87,9.89,0.13,1.3145,0.7778,5877873,58497321,13411958075,7572062627
2008/12/9,'600690,青岛海尔,9.89,10.39,9.87,10.39,10.34,-0.45,-4.352,1.2793,9667887,97391259,13237950635,7473822294
2008/12/8,'600690,青岛海尔,10.34,10.5,10.1,10.12,10.1,0.24,2.3762,1.5175,11467559,118027702,13840284082,7813884987
2008/12/5,'600690,青岛海尔,10.1,10.2,9.81,9.89,9.99,0.11,1.1011,0.9893,7476052,75152390,13519039577,7632518217
2008/12/4,'600690,青岛海尔,9.99,10.36,9.95,10.16,9.96,0.03,0.3012,2.8802,21765678,222052834,13371802512,7549391781
2008/12/3,'600690,青岛海尔,9.96,10.11,9.55,9.67,9.65,0.31,3.2124,2.8254,21351059,211454436,13331646949,7526720935
2008/12/2,'600690,青岛海尔,9.65,9.98,9,9.05,9.27,0.38,4.0992,4.4909,33937175,325541234,12916706131,7292455524
2008/12/1,'600690,青岛海尔,9.27,9.65,9.09,9.3,8.96,0.31,3.4598,2.654,20056021,186534474,12408068998,7005291473
2008/11/28,'600690,青岛海尔,8.96,9.05,8.83,8.84,8.98,-0.02,-0.2227,0.6094,4605502,41238043,11993128179,6771026062
2008/11/27,'600690,青岛海尔,8.98,9.4,8.84,9.28,8.68,0.3,3.4562,1.6918,12784724,116520877,12019898555,6786139960
2008/11/26,'600690,青岛海尔,8.68,8.82,8.54,8.73,8.79,-0.11,-1.2514,0.3725,2815017,24382469,11618342924,6559431498
2008/11/25,'600690,青岛海尔,8.79,9.02,8.52,8.91,8.81,-0.02,-0.227,0.5237,3957363,34749469,11765579988,6642557934
2008/11/24,'600690,青岛海尔,8.81,9.29,8.72,8.9,9,-0.19,-2.1111,0.8148,6157201,55312661,11792350364,6657671831
2008/11/21,'600690,青岛海尔,9,9.32,8.7,9,9.28,-0.28,-3.0172,1.4776,11166394,99821941,12046668930,6801253857
2008/11/20,'600690,青岛海尔,9.28,9.52,9.11,9.11,8.69,0.59,6.7894,3.4647,26182669,243487954,12421454186,7012848421
2008/11/19,'600690,青岛海尔,8.69,8.79,8.2,8.2,8.2,0.49,5.9756,0.6599,4986464,42522506,11631728111,6566988446
2008/11/18,'600690,青岛海尔,8.2,8.99,8.19,8.94,9.09,-0.89,-9.791,1.0752,8125561,70431695,10975853914,6196697959
2008/11/17,'600690,青岛海尔,9.09,9.18,8.74,8.88,9,0.09,1,1.7696,13372627,118706342,12167135619,6869266396
2008/11/14,'600690,青岛海尔,9,9.12,8.64,8.8,8.7,0.3,3.4483,0.9912,7490333,66443219,12046668930,6801253857
2008/11/13,'600690,青岛海尔,8.7,8.8,8.26,8.3,8.4,0.3,3.5714,0.7948,6006565,51471492,11645113299,6574545395
2008/11/12,'600690,青岛海尔,8.4,8.5,8.18,8.26,8.38,0.02,0.2387,0.8737,6602575,55058740,11243557668,6347836933
2008/11/11,'600690,青岛海尔,8.38,8.66,8.2,8.34,8.41,-0.03,-0.3567,0.7432,5616698,47489814,11216787293,6332723036
2008/11/10,'600690,青岛海尔,8.41,8.45,8.01,8.03,7.91,0.5,6.3211,0.8697,6572441,54171964,11256942856,6355393882
2008/11/7,'600690,青岛海尔,7.91,8,7.6,7.69,7.81,0.1,1.2804,0.277,2093406,16527780,10587683471,5977546445
2008/11/6,'600690,青岛海尔,7.81,7.91,7.65,7.85,8,-0.19,-2.375,0.3419,2583830,20153648,10453831594,5901976958
2008/11/5,'600690,青岛海尔,8,8.18,7.89,7.95,7.87,0.13,1.6518,0.3092,2336351,18782740,10708150160,6045558984
2008/11/4,'600690,青岛海尔,7.87,7.94,7.71,7.9,7.86,0.01,0.1272,0.3347,2529554,19818872,10534142720,5947318651
2008/11/3,'600690,青岛海尔,7.86,8.2,7.81,7.81,7.94,-0.08,-1.0076,0.6679,5047202,40735689,10520757532,5939761702
2008/10/31,'600690,青岛海尔,7.94,8.05,7.81,7.9,7.91,0.03,0.3793,0.3904,2950317,23510016,10627839034,6000217292
2008/10/30,'600690,青岛海尔,7.91,8.09,7.62,7.92,7.85,0.06,0.7643,0.6291,4754273,37760879,10587683471,5977546445
2008/10/29,'600690,青岛海尔,7.85,7.98,7.76,7.76,7.69,0.16,2.0806,0.7914,5980753,47054315,10507372345,5932204753
2008/10/28,'600690,青岛海尔,7.69,7.7,7.3,7.4,7.49,0.2,2.6702,0.4205,3177446,24078392,10293209341,5811293573
2008/10/27,'600690,青岛海尔,7.49,7.86,7.38,7.72,7.87,-0.38,-4.8285,0.7791,5887344,44846076,10025505587,5660154599
2008/10/24,'600690,青岛海尔,7.87,7.95,7.75,7.75,7.82,0.05,0.6394,0.5841,4414077,34691505,10534142720,5947318651
2008/10/23,'600690,青岛海尔,7.82,7.9,7.38,7.38,7.57,0.25,3.3025,0.8688,6565329,50873266,10467216781,5909533907
2008/10/22,'600690,青岛海尔,7.57,7.85,7.38,7.4,7.45,0.12,1.6107,0.7791,5887334,45119607,10132587089,5720610189
2008/10/21,'600690,青岛海尔,7.45,7.63,7.33,7.4,7.34,0.11,1.4986,0.8482,6409913,48161221,9971964837,5629926804
2008/10/20,'600690,青岛海尔,7.34,7.4,6.9,7.21,7.21,0.13,1.8031,0.6406,4841212,34707602,9824727772,5546800368
2008/10/17,'600690,青岛海尔,7.21,7.5,7.15,7.44,7.43,-0.22,-2.961,0.4414,3335640,24339635,9650720332,5448560034
2008/10/16,'600690,青岛海尔,7.43,7.58,7.4,7.48,7.79,-0.36,-4.6213,0.5289,3996894,29913140,9945194461,5614812906
2008/10/15,'600690,青岛海尔,7.79,7.86,7.65,7.8,7.81,-0.02,-0.2561,0.292,2206577,17096072,10427061218,5886863061
2008/10/14,'600690,青岛海尔,7.81,8.22,7.8,8.2,7.87,-0.06,-0.7624,0.6917,5227297,42148232,10453831594,5901976958
2008/10/13,'600690,青岛海尔,7.87,7.89,7.47,7.58,7.69,0.18,2.3407,0.7285,5505523,42456228,10534142720,5947318651
2008/10/10,'600690,青岛海尔,7.69,7.88,7.68,7.8,8.11,-0.42,-5.1788,0.8031,6069325,47088086,10293209341,5811293573
2008/10/9,'600690,青岛海尔,8.11,8.6,8.1,8.6,8.39,-0.28,-3.3373,0.4256,3216372,26800976,10855387225,6128685420
2008/10/8,'600690,青岛海尔,8.39,8.66,8.33,8.5,8.73,-0.34,-3.8946,0.5494,4151875,35104227,11230172480,6340279984
2008/10/7,'600690,青岛海尔,8.73,8.92,8.35,8.38,8.77,-0.04,-0.4561,0.38,2871464,24911953,11685268862,6597216241
2008/10/6,'600690,青岛海尔,8.77,9,8.64,9,9.11,-0.34,-3.7322,0.5599,4230810,37288678,11738809613,6627444036
2008/9/26,'600690,青岛海尔,9.11,9.28,9.02,9.24,9.11,0,0,0.9658,7298470,66828053,12193905995,6884380293
2008/9/25,'600690,青岛海尔,9.11,9.72,8.83,8.87,8.84,0.27,3.0543,2.8988,21906388,205004396,12193905995,6884380293
2008/9/24,'600690,青岛海尔,8.84,8.85,8.5,8.7,8.8,0.04,0.4545,0.5745,4341204,37476893,11832505927,6680342677
2008/9/23,'600690,青岛海尔,8.8,9.1,8.78,8.91,9.41,-0.61,-6.4825,0.7899,5969033,53289712,11778965176,6650114882
2008/9/22,'600690,青岛海尔,9.41,9.72,8.85,9.28,8.89,0.52,5.8493,2.5661,19391725,181125839,12595461626,7111088755
2008/9/19,'600690,青岛海尔,8.89,8.89,8.71,8.89,8.08,0.81,10.0248,1.4306,10811251,95979379,11899431865,6718127421
2008/9/18,'600690,青岛海尔,8.08,8.37,7.7,8.37,8.54,-0.46,-5.3864,0.7586,5732449,45970044,10815231662,6106014574
2008/9/17,'600690,青岛海尔,8.54,8.87,8.42,8.7,8.81,-0.27,-3.0647,0.4352,3288802,28309383,11430950296,6453634215
2008/9/16,'600690,青岛海尔,8.81,8.93,8.61,8.87,8.82,-0.01,-0.1134,0.544,4111183,36248947,11792350364,6657671831
2008/9/12,'600690,青岛海尔,8.82,8.92,8.51,8.6,8.6,0.22,2.5581,0.3477,2627651,23148870,11805735551,6665228780
2008/9/11,'600690,青岛海尔,8.6,8.85,8.52,8.8,8.8,-0.2,-2.2727,0.1924,1453706,12570367,11511261422,6498975908
2008/9/10,'600690,青岛海尔,8.8,8.96,8.48,8.65,8.71,0.09,1.0333,0.3628,2741694,24041853,11778965176,6650114882
2008/9/9,'600690,青岛海尔,8.71,8.72,8.45,8.46,8.43,0.28,3.3215,0.4246,3208492,27549483,11658498487,6582102344
2008/9/8,'600690,青岛海尔,8.43,8.8,8.41,8.71,8.71,-0.28,-3.2147,0.4213,3183375,27362583,11283713231,6370507779
2008/9/5,'600690,青岛海尔,8.71,8.93,8.61,8.8,9.03,-0.32,-3.5437,0.4805,3630912,31870490,11658498487,6582102344
2008/9/4,'600690,青岛海尔,9.03,9.15,8.93,8.99,8.99,0.04,0.4449,0.3339,2523341,22766382,12086824493,6823924703
2008/9/3,'600690,青岛海尔,8.99,9.14,8.8,9.02,9.06,-0.07,-0.7726,0.4859,3671600,32732199,12033283742,6793696908
2008/9/2,'600690,青岛海尔,9.06,9.32,8.9,9.3,9.31,-0.25,-2.6853,0.8981,6787207,61418484,12126980056,6846595549
2008/9/1,'600690,青岛海尔,9.31,9.64,9.21,9.64,9.65,-0.34,-3.5233,0.3862,2918584,27319949,12461609749,7035519268
2008/8/29,'600690,青岛海尔,9.65,9.85,9.4,9.48,9.44,0.21,2.2246,0.5015,3789630,36531204,12916706131,7292455524
2008/8/28,'600690,青岛海尔,9.44,9.7,9.21,9.34,9.39,0.05,0.5325,0.4091,3091538,29349877,12635617189,7133759601
2008/8/27,'600690,青岛海尔,9.39,9.7,9.1,9.51,9.57,-0.18,-1.8809,0.3853,2911368,27398475,12568691250,7095974857
2008/8/26,'600690,青岛海尔,9.57,9.8,9.29,9.72,9.89,-0.32,-3.2356,0.5451,4118919,39197897,12809624629,7231999935
2008/8/25,'600690,青岛海尔,9.89,10.1,9.54,9.68,9.58,0.31,3.2359,0.6129,4631595,45850370,13237950635,7473822294
2008/8/22,'600690,青岛海尔,9.58,9.95,9.07,9.68,9.87,-0.29,-2.9382,0.8427,6368480,59840340,12823009817,7239556883
2008/8/21,'600690,青岛海尔,9.87,10.38,9.8,10.3,10.47,-0.6,-5.7307,0.9733,7355032,74170551,13211180260,7458708397
2008/8/20,'600690,青岛海尔,10.47,10.5,9.66,9.66,9.85,0.62,6.2944,1.5604,11792203,121448319,14014291522,7912125320
2008/8/19,'600690,青岛海尔,9.85,9.93,8.85,8.85,9.07,0.78,8.5998,1.1487,8680968,83148118,13184409885,7443594499
2008/8/18,'600690,青岛海尔,9.07,9.55,8.86,9.38,9.38,-0.31,-3.3049,0.55,4156058,38338860,12140365244,6854152498
2008/8/15,'600690,青岛海尔,9.38,9.46,9.02,9.16,9.09,0.29,3.1903,0.528,3990178,37116324,12555306063,7088417909
2008/8/14,'600690,青岛海尔,9.09,9.15,8.81,8.87,9,0.09,1,0.3897,2944936,26613403,12167135619,6869266396
2008/8/13,'600690,青岛海尔,9,9.11,8.02,8.87,8.87,0.13,1.4656,0.6832,5162563,44803316,12046668930,6801253857
2008/8/12,'600690,青岛海尔,0,0,0,0,8.87,None,None,0,0,0,11872661490,6703013524
2008/8/11,'600690,青岛海尔,8.87,9.65,8.75,9.51,9.51,-0.64,-6.7298,1.1707,8847199,79618531,11872661490,6703013524
2008/8/8,'600690,青岛海尔,9.51,10.52,9.49,10.42,10.28,-0.77,-7.4903,0.9054,6842210,68399251,12729313503,7186658242
2008/8/7,'600690,青岛海尔,10.28,10.44,9.95,10.11,10.25,0.03,0.2927,0.6397,4833821,49136482,13759972956,7768543294
2008/8/6,'600690,青岛海尔,10.25,10.8,9.92,10.68,10.6,-0.35,-3.3019,1.3536,10229104,105111570,13719817393,7745872448
2008/8/5,'600690,青岛海尔,10.6,10.85,10.51,10.7,10.61,-0.01,-0.0943,0.6166,4659378,49632421,14188298962,8010365654
2008/8/4,'600690,青岛海尔,10.61,10.97,10.51,10.73,10.69,-0.08,-0.7484,0.5055,3819687,41055598,14201684150,8017922603
2008/8/1,'600690,青岛海尔,10.69,11.01,10.4,10.74,10.99,-0.3,-2.7298,1.4925,11279033,120725439,14308765651,8078378192
2008/7/31,'600690,青岛海尔,10.99,11.1,10.59,10.86,10.84,0.15,1.3838,1.3042,9856141,107493994,14710321282,8305086654
2008/7/30,'600690,青岛海尔,10.84,11.11,10.65,11.08,10.85,-0.01,-0.0922,0.5541,4187293,45430914,14509543467,8191732423
2008/7/29,'600690,青岛海尔,10.85,10.98,10.62,10.98,11.09,-0.24,-2.1641,1.4178,10713979,115471194,14522928655,8199289372
2008/7/28,'600690,青岛海尔,11.09,11.49,10.96,11.2,11,0.09,0.8182,1.4734,11134392,124705546,14844173159,8380656142
2008/7/25,'600690,青岛海尔,11,11.2,10.82,10.97,11,0,0,1.455,10995545,120937006,14723706470,8312643603
2008/7/24,'600690,青岛海尔,11,11.33,10.9,11.03,10.9,0.1,0.9174,2.9179,22050126,244987027,14723706470,8312643603
2008/7/23,'600690,青岛海尔,10.9,11.14,10.35,10.35,10.3,0.6,5.8252,3.3226,25108465,271026945,14589854593,8237074116
2008/7/22,'600690,青岛海尔,10.3,10.65,10,10.25,10.23,0.07,0.6843,2.2085,16689164,173691092,13786743331,7783657192
2008/7/21,'600690,青岛海尔,10.23,10.25,9.39,9.44,9.44,0.79,8.3686,1.7231,13021303,129746442,13693047017,7730758551
2008/7/18,'600690,青岛海尔,9.44,9.49,8.95,9.12,9.04,0.4,4.4248,0.7703,5821309,53553319,12635617189,7133759601
2008/7/17,'600690,青岛海尔,9.04,9.59,8.95,9.51,9.32,-0.28,-3.0043,0.9264,7000981,65102125,12100209681,6831481652
2008/7/16,'600690,青岛海尔,9.32,9.89,9.18,9.49,9.54,-0.22,-2.3061,1.211,9151495,86623288,12474994936,7043076216
2008/7/15,'600690,青岛海尔,9.54,10.2,9.53,10.04,10.04,-0.5,-4.9801,1.2383,9357844,91134150,12769469066,7209329088
2008/7/14,'600690,青岛海尔,10.04,10.15,9.7,9.75,9.9,0.14,1.4141,0.6517,4925102,49102705,13438728451,7587176525
2008/7/11,'600690,青岛海尔,9.9,9.95,9.66,9.89,9.95,-0.05,-0.5025,1.0652,8049612,78904729,13251335823,7481379243
2008/7/10,'600690,青岛海尔,9.95,10.33,9.94,10.21,10.39,-0.44,-4.2348,1.8686,14120715,143595301,13318261762,7519163986
2008/7/9,'600690,青岛海尔,10.39,10.43,10.03,10.18,10.17,0.22,2.1632,1.7709,13382270,137038929,13907210020,7851669730
2008/7/8,'600690,青岛海尔,10.17,10.2,9.71,9.89,9.79,0.38,3.8815,2.2517,17016186,169658993,13612735891,7685416858
2008/7/7,'600690,青岛海尔,9.79,9.9,9.11,9.11,9.11,0.68,7.4643,2.1723,16416296,159059895,13104098758,7398252807
2008/7/4,'600690,青岛海尔,9.11,9.4,8.99,9.32,9.39,-0.28,-2.9819,1.7432,13172979,120639501,12193905995,6884380293
2008/7/3,'600690,青岛海尔,9.39,9.65,8.65,8.88,9.05,0.34,3.7569,2.5122,18984541,175488795,12568691250,7095974857
2008/7/2,'600690,青岛海尔,9.05,9.15,8.61,8.93,8.95,0.1,1.1173,1.4874,11240090,100718293,12113594869,6839038601
2008/7/1,'600690,青岛海尔,8.95,9.2,8.83,8.88,8.84,0.11,1.2443,1.8002,13603753,122610011,11979742992,6763469113
2008/6/30,'600690,青岛海尔,8.84,9.13,8.55,8.95,9.13,-0.29,-3.1763,1.498,11320292,100788221,11832505927,6680342677
2008/6/27,'600690,青岛海尔,9.13,9.29,8.33,8.8,8.74,0.39,4.4622,2.6361,19921246,177999966,12220676370,6899494190
2008/6/26,'600690,青岛海尔,0,0,0,0,8.74,None,None,0,0,0,11698654050,6604773190
2008/6/25,'600690,XD青岛海,0,0,0,0,8.74,None,None,0,0,0,11698654050,6604773190
2008/6/24,'600690,青岛海尔,8.94,9.05,8.42,8.42,8.51,0.43,5.0529,1.1288,8530035,74873842,11966357804,6755912165
2008/6/23,'600690,青岛海尔,8.51,8.61,8.2,8.28,8.49,0.02,0.2356,0.687,5191409,43989033,11390794733,6430963369
2008/6/20,'600690,青岛海尔,8.49,9.16,8.02,8.49,8.34,0.15,1.7986,1.9699,14886197,128311950,11364024357,6415849472
2008/6/19,'600690,青岛海尔,8.34,9.35,8.34,9.23,9.27,-0.93,-10.0324,1.2824,9690721,85965552,11163246542,6302495241
2008/6/18,'600690,青岛海尔,9.27,9.29,8.2,8.39,8.45,0.82,9.7041,1.462,11048127,97673794,12408068998,7005291473
2008/6/17,'600690,青岛海尔,8.45,9.09,8.39,8.9,9.01,-0.56,-6.2153,0.9875,7462637,65002847,11310483607,6385621677
2008/6/16,'600690,青岛海尔,9.01,9.5,8.83,9.35,9.33,-0.32,-3.4298,0.8186,6186467,56359310,12060054118,6808810806
2008/6/13,'600690,青岛海尔,9.33,9.93,9.28,9.76,9.77,-0.44,-4.5036,0.6428,4857391,46582843,12488380124,7050633165
2008/6/12,'600690,青岛海尔,9.77,10.05,9.45,9.88,10.02,-0.25,-2.495,1.0268,7759293,75452075,13077328383,7383138909
2008/6/11,'600690,青岛海尔,10.02,10.32,9.82,10.11,10.49,-0.47,-4.4805,0.7247,5476333,55023217,13411958075,7572062627
2008/6/10,'600690,青岛海尔,10.49,11.18,10.49,11.18,11.66,-1.17,-10.0343,0.7785,5883031,63078101,14041061897,7927239218
2008/6/6,'600690,青岛海尔,11.66,11.74,11.54,11.57,11.55,0.11,0.9524,0.495,3740470,43518786,15607128858,8811402219
2008/6/5,'600690,青岛海尔,11.55,11.74,11.4,11.55,11.55,0,0,0.4355,3290975,38118894,15459891794,8728275783
2008/6/4,'600690,青岛海尔,11.55,11.9,11.41,11.9,11.81,-0.26,-2.2015,0.5152,3893156,44985841,15459891794,8728275783
2008/6/3,'600690,青岛海尔,11.81,12.14,11.6,12,12.03,-0.22,-1.8288,0.7652,5782809,68292395,15807906674,8924756450
2008/6/2,'600690,青岛海尔,12.03,12.19,11.86,12.15,12.15,-0.12,-0.9877,0.6593,4982335,59736510,16102380803,9091009322
2008/5/30,'600690,青岛海尔,12.15,12.44,12.01,12.1,11.92,0.23,1.9295,0.6335,4787594,58394417,16263003056,9181692707
2008/5/29,'600690,青岛海尔,11.92,12.44,11.9,12.4,12.37,-0.45,-3.6378,0.7343,5549143,67548064,15955143738,9007882886
2008/5/28,'600690,青岛海尔,12.37,12.46,11.96,12.01,11.99,0.38,3.1693,0.9461,7149411,87353067,16557477185,9347945579
2008/5/27,'600690,青岛海尔,11.99,12,11.58,11.62,11.8,0.19,1.6102,0.7119,5379610,63556831,16048840052,9060781527
2008/5/26,'600690,青岛海尔,11.8,12.52,11.78,12.5,12.68,-0.88,-6.9401,1.1524,8708869,105122869,15794521486,8917199501
2008/5/23,'600690,青岛海尔,12.68,13.04,12.11,12.4,12.65,0.03,0.2372,1.1849,8953927,113118928,16972418004,9582210990
2008/5/22,'600690,青岛海尔,12.65,13.02,12.56,12.97,13.25,-0.6,-4.5283,1.2492,9440265,120932552,16932262441,9559540143
2008/5/21,'600690,青岛海尔,13.25,13.48,12.3,12.58,13.67,-0.42,-3.0724,2.4454,18479749,234293304,17735373703,10012957067
2008/5/20,'600690,青岛海尔,0,0,0,0,13.67,None,None,0,0,0,18297551586,10330348914
2008/5/19,'600690,青岛海尔,13.67,13.99,13.32,13.9,13.88,-0.21,-1.513,1.157,8743280,118994062,18297551586,10330348914
2008/5/16,'600690,青岛海尔,13.88,14.32,13.69,14.15,14.12,-0.24,-1.6997,1.5807,11945147,166686637,18578640528,10489044837
2008/5/15,'600690,青岛海尔,14.12,14.5,14.08,14.44,14.27,-0.15,-1.0512,1.6068,12142696,173643997,18899885032,10670411607
2008/5/14,'600690,青岛海尔,14.27,14.55,13.78,13.98,14,0.27,1.9286,2.748,20766294,295029188,19100662848,10783765838
2008/5/13,'600690,青岛海尔,14,14.85,13.89,13.89,14.46,-0.46,-3.1812,3.5108,26530846,380177583,18739262780,10579728222
2008/5/12,'600690,青岛海尔,14.46,14.7,12.9,13,13.41,1.05,7.83,3.8405,29022649,403169884,19354981414,10927347864
2008/5/9,'600690,青岛海尔,13.41,13.48,12.87,13,12.86,0.55,4.2768,2.3781,17970979,237015097,17949536706,10133868247
2008/5/8,'600690,青岛海尔,12.86,12.98,12.09,12.45,12.55,0.31,2.4701,1.9201,14510097,183008338,17213351382,9718236067
2008/5/7,'600690,青岛海尔,12.55,13.6,12.52,13.4,13.51,-0.96,-7.1058,2.3459,17728106,232630094,16798410564,9483970656
2008/5/6,'600690,青岛海尔,13.51,13.95,13.4,13.69,13.91,-0.4,-2.8756,1.8615,14067528,191670892,18083388583,10209437734
2008/5/5,'600690,青岛海尔,13.91,13.96,13.2,13.55,13.42,0.49,3.6513,2.9583,22355877,304578653,18618796091,10511715683
2008/4/30,'600690,青岛海尔,13.42,13.6,12.71,12.83,12.77,0.65,5.0901,3.1639,23909129,317417243,17962921893,10141425196
